anio,edad,pais,departamento,region,ciudad,genero,estadocivil,hogar,hijos,educacion,actividad,q10,q11,q12,q13,q14,q15r1,q15r2,q15r3,q15r4,q16r1,q16r2,q16r3,q17,tratamiento,q18,q19,q20,q21,q22r1,q22r2,q22r3,q23r1,q23r2,q23r3,q23r4,q23r5,q23r6,q23r7,q23r8,q24r1,q24r2,q24r3,q24r4,q24r5,q25a1,q25a2,q25a3,q25a4,q25a5,q25a6,q25a7,q25a8,q25a9,q25a1d
1973,30 a 49 años,México,Distrito Federal,Centro,Tlalpan,Masculino,Soltero(a),5,Sí,Terciaria/Universitaria completa o más,Empleado(a) de tiempo completo (8 horas por día o más),3,No,No,4,Entre 11.300 y 16.400,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Circunstancias fuera de su control,Emotivo,Más de 30,Entre 20 y 30,De acuerdo,Una organización que ayuda a las personas pobres.,Depende,Depende,Depende,Algo de acuerdo,Algo de acuerdo,Algo en desacuerdo,Algo en desacuerdo,Algo en desacuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,,,,,,,,Ninguna relación,,
1966,50 a 64 años,México,Yucatán,Sur,Mérida,Masculino,Soltero(a),1,No,Media completa,Desempleado(a) y buscando trabajo,3,Sí,No,9,Entre 7.300 y 11.300,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,Algo de acuerdo,En desacuerdo,Circunstancias fuera de su control,Informativo,Menos de 5,Más de 30,De acuerdo,Una organización que ayuda a las personas pobres.,Bueno,Bueno,Bueno,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,"Si, como mis amigos","Si, como mis conocidos (compañeros de escuela/trabajo/etc.)","Si, como mis empleados o prestadores de servicios para mi","Si, como mis empleadores",,"Si, como mis vecinos",,,,
1961,50 a 64 años,México,Baja California,Pacífico,Mexicali,Masculino,Soltero(a),1,No,Básica completa,Jubilado(a) / pensionado(a),2,Sí,No,5,Entre 0 y 7.300,No los tendría como vecinos,No los tendría como vecinos,No los tendría como vecinos,No sabe / Prefiere no contestar,De acuerdo,De acuerdo,En desacuerdo,Circunstancias fuera de su control,Informativo,Menos de 5,Menos de 5 personas,De acuerdo,No donaría a nadie.,Malo,Malo,Malo,En desacuerdo,Algo en desacuerdo,De acuerdo,De acuerdo,Algo en desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,,,,,,,,Ninguna relación,,
1959,50 a 64 años,México,Guanajuato,Norte,"León, Guanajuato.",Femenino,Soltero(a),1,No,Básica incompleta,Desempleado(a) y buscando trabajo,2,Sí,No,10 - Derecha,Entre 0 y 7.300,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,De acuerdo,En desacuerdo,Circunstancias fuera de su control,Placebo,Menos de 5,Menos de 5 personas,Algo en desacuerdo,Una organización que ayuda a las personas pobres.,Depende,Depende,Depende,No sabe / Prefiere no contestar,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Algo en desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,,,,,,,,,Prefiere no contestar,
1961,50 a 64 años,México,México,Centro,CDMX,Femenino,Soltero(a),6,Sí,Media incompleta,Empleado(a) de tiempo completo (8 horas por día o más),3,Sí,No,7,Entre 7.300 y 11.300,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,De acuerdo,De acuerdo,Circunstancias fuera de su control,Emotivo,Entre 10 y 20,Entre 10 y 20,De acuerdo,Una organización que ayuda a las personas migrantes.,Bueno,Bueno,Bueno,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,,,,,,,"Si, otro",,,
1985,30 a 49 años,México,Distrito Federal,Centro,Azcapotzalco,Masculino,Soltero(a),7,No,Terciaria/Universitaria completa o más,Empleado(a) de tiempo completo (8 horas por día o más),3,No,No,1,Más de 25.100,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,En desacuerdo,De acuerdo,De acuerdo,Falta de esfuerzo por su parte,Emotivo,Menos de 5,Menos de 5 personas,De acuerdo,Una organización que defiende los derechos de las mujeres.,Bueno,Bueno,Bueno,De acuerdo,De acuerdo,Algo de acuerdo,Algo en desacuerdo,Algo en desacuerdo,De acuerdo,Algo en desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,"Si, como mis amigos",,,,,,,,,
1963,50 a 64 años,México,Durango,Norte,Durango,Femenino,Soltero(a),3,Sí,Terciaria/Universitaria completa o más,Jubilado(a) / pensionado(a),3,No,Sí,5,Entre 11.300 y 16.400,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,No los tendría como vecinos,Algo de acuerdo,De acuerdo,Algo de acuerdo,Circunstancias fuera de su control,Emotivo,Entre 5 y 10,Entre 5 y 10,Algo de acuerdo,Una organización que ayuda a las personas pobres.,Bueno,Bueno,Bueno,Algo de acuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,Algo de acuerdo,Algo de acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,,,,,,,,Ninguna relación,,
1965,50 a 64 años,México,Jalisco,Pacífico,Cihuatlan,Femenino,Casado(a) / Unión Civil,8,Sí,Terciaria/Universitaria completa o más,"Negocio propio, independiente o por cuenta propia",3,No sabe / Prefiere no contestar,No,6,Entre 11.300 y 16.400,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Algo en desacuerdo,De acuerdo,De acuerdo,Circunstancias fuera de su control,Placebo,Entre 5 y 10,Entre 5 y 10,De acuerdo,Una organización que protege el medio ambiente.,Depende,Bueno,Depende,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,"Si, como mis amigos",,"Si, como mis empleados o prestadores de servicios para mi",,,,,,,
1963,50 a 64 años,México,Sonora,Pacífico,Hermosillo,Femenino,Soltero(a),5,Sí,Media completa,Empleado(a) de tiempo completo (8 horas por día o más),2,No,No,5,Entre 7.300 y 11.300,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Algo de acuerdo,De acuerdo,Algo de acuerdo,Circunstancias fuera de su control,Placebo,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,De acuerdo,Una organización que ayuda a las personas pobres.,Depende,Depende,No sabe / Prefiere no contestar,Algo en desacuerdo,Algo en desacuerdo,En desacuerdo,Algo de acuerdo,No sabe / Prefiere no contestar,En desacuerdo,Algo de acuerdo,En desacuerdo,Algo de acuerdo,De acuerdo,Algo de acuerdo,De acuerdo,Algo de acuerdo,,,,,,,,Ninguna relación,,
1950,Más de 65 años,México,Hidalgo,Centro,Pachuca Hidalgo,Femenino,Separado(a) / Divorciado(a) / Viudo(a),4,Sí,Básica completa,A cargo de las tareas del hogar/ crianza de los hijos,2,No,Sí,5,Entre 7.300 y 11.300,Los tendría como vecinos,No sabe / Prefiere no contestar,No los tendría como vecinos,Los tendría como vecinos,De acuerdo,De acuerdo,En desacuerdo,Circunstancias fuera de su control,Informativo,Entre 10 y 20,Entre 10 y 20,De acuerdo,Una organización que ayuda a las personas pobres.,Depende,Depende,Bueno,Algo de acuerdo,En desacuerdo,Algo en desacuerdo,Algo de acuerdo,Algo de acuerdo,En desacuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,De acuerdo,Algo de acuerdo,De acuerdo,De acuerdo,,,,,,,,Ninguna relación,,
1973,30 a 49 años,México,San Luis Potosí,Norte,MATEHUALA,Femenino,Casado(a) / Unión Civil,4,Sí,Media incompleta,Estudiante,2,Sí,No,3,Entre 11.300 y 16.400,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,Algo de acuerdo,En desacuerdo,Falta de esfuerzo por su parte,Emotivo,Entre 10 y 20,Menos de 5 personas,De acuerdo,Una organización que defiende los derechos de las mujeres.,Depende,Depende,Depende,Algo en desacuerdo,Algo de acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Algo de acuerdo,Algo de acuerdo,Algo en desacuerdo,De acuerdo,De acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,,,,,,,,Ninguna relación,,
1974,30 a 49 años,México,Distrito Federal,Centro,Ciudad de México,Femenino,Casado(a) / Unión Civil,2,Sí,Terciaria/Universitaria completa o más,A cargo de las tareas del hogar/ crianza de los hijos,3,Sí,No,5,Entre 0 y 7.300,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,No sabe / Prefiere no contestar,De acuerdo,De acuerdo,En desacuerdo,Circunstancias fuera de su control,Emotivo,Más de 30,Entre 10 y 20,De acuerdo,Una organización que protege el medio ambiente.,Depende,Bueno,Depende,Algo en desacuerdo,Algo de acuerdo,En desacuerdo,Algo de acuerdo,En desacuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,De acuerdo,De acuerdo,Algo de acuerdo,Algo en desacuerdo,De acuerdo,,,,,,,,Ninguna relación,,
1961,50 a 64 años,México,Coahuila,Norte,Saltillo,Masculino,Casado(a) / Unión Civil,1,Sí,Terciaria/Universitaria incompleta,Empleado(a) de tiempo parcial (menos de 8 horas por día),2,No,No,5,Entre 16.400 y 25.100,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Falta de esfuerzo por su parte,Placebo,Menos de 5,Menos de 5 personas,En desacuerdo,Una organización que protege el medio ambiente.,Depende,Bueno,Bueno,Algo de acuerdo,Algo de acuerdo,Algo en desacuerdo,En desacuerdo,Algo en desacuerdo,Algo de acuerdo,Algo de acuerdo,Algo en desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,,,,,,,,Ninguna relación,,
1969,50 a 64 años,México,México,Centro,Tultitlan,Femenino,Soltero(a),3,Sí,Media incompleta,Empleado(a) de tiempo completo (8 horas por día o más),2,Sí,No,6,Entre 0 y 7.300,No sabe / Prefiere no contestar,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Algo de acuerdo,De acuerdo,De acuerdo,Falta de esfuerzo por su parte,Placebo,Entre 5 y 10,Menos de 5 personas,En desacuerdo,Una organización que ayuda a las personas pobres.,Depende,Depende,Depende,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,,,,,,,"Si, otro",,,"[Si, otro ]Transeuntes"
1959,50 a 64 años,México,Distrito Federal,Centro,Ciudad de México,Femenino,Soltero(a),3,Sí,Terciaria/Universitaria completa o más,Jubilado(a) / pensionado(a),3,No,No,5,Entre 16.400 y 25.100,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Algo de acuerdo,De acuerdo,En desacuerdo,Circunstancias fuera de su control,Informativo,Entre 20 y 30,Entre 10 y 20,De acuerdo,Una organización que ayuda a las personas migrantes.,Bueno,Bueno,Bueno,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Algo de acuerdo,En desacuerdo,Algo de acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,,,,,,,,Ninguna relación,,
1962,50 a 64 años,México,Guanajuato,Norte,Leon,Femenino,Separado(a) / Divorciado(a) / Viudo(a),2,Sí,Terciaria/Universitaria completa o más,Empleado(a) de tiempo completo (8 horas por día o más),3,No,No,10 - Derecha,Entre 7.300 y 11.300,Los tendría como vecinos,No sabe / Prefiere no contestar,Los tendría como vecinos,Los tendría como vecinos,Algo de acuerdo,De acuerdo,En desacuerdo,Falta de esfuerzo por su parte,Informativo,Menos de 5,Entre 10 y 20,De acuerdo,Una organización que defiende los derechos de las mujeres.,Depende,Depende,Bueno,Algo de acuerdo,De acuerdo,De acuerdo,Algo en desacuerdo,Algo en desacuerdo,Algo de acuerdo,De acuerdo,Algo de acuerdo,De acuerdo,Algo de acuerdo,Algo de acuerdo,De acuerdo,De acuerdo,,,,,,,,Ninguna relación,,
1972,30 a 49 años,México,Jalisco,Pacífico,Guadalajara,Femenino,Soltero(a),4,Sí,Terciaria/Universitaria completa o más,Empleado(a) de tiempo completo (8 horas por día o más),3,No,No,0 - Izquierda,No sabe / No contesta,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,En desacuerdo,De acuerdo,En desacuerdo,Circunstancias fuera de su control,Informativo,Menos de 5,Entre 20 y 30,En desacuerdo,No sabe / Prefiere no contestar,Bueno,Bueno,Bueno,De acuerdo,Algo de acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Algo de acuerdo,En desacuerdo,Algo de acuerdo,De acuerdo,De acuerdo,Algo de acuerdo,De acuerdo,De acuerdo,,,,,,,,,Prefiere no contestar,
2001,18 a 29 años,México,San Luis Potosí,Norte,San Luis Potosi,Masculino,Soltero(a),3,No,Terciaria/Universitaria completa o más,Empleado(a) de tiempo completo (8 horas por día o más),3,Sí,No,6,Entre 0 y 7.300,Los tendría como vecinos,No los tendría como vecinos,No los tendría como vecinos,Los tendría como vecinos,Algo de acuerdo,De acuerdo,Algo en desacuerdo,Circunstancias fuera de su control,Placebo,Entre 20 y 30,Entre 20 y 30,Algo de acuerdo,Una organización que defiende los derechos de las mujeres.,Depende,Depende,Depende,Algo en desacuerdo,De acuerdo,Algo en desacuerdo,Algo de acuerdo,Algo en desacuerdo,Algo en desacuerdo,Algo en desacuerdo,De acuerdo,De acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,,,,,,,,Ninguna relación,,
1966,50 a 64 años,México,Yucatán,Sur,Yucatán,Femenino,Casado(a) / Unión Civil,4,Sí,Terciaria/Universitaria incompleta,Empleado(a) de tiempo parcial (menos de 8 horas por día),3,Sí,No,5,Entre 7.300 y 11.300,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,De acuerdo,De acuerdo,Falta de esfuerzo por su parte,Placebo,Más de 30,Más de 30,De acuerdo,Una organización que defiende los derechos de las mujeres.,Bueno,Bueno,Bueno,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Algo en desacuerdo,Algo en desacuerdo,Algo de acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,"Si, como mis amigos",,,,,,,,,
1954,Más de 65 años,México,Distrito Federal,Centro,"Cuídate de México,  Coyoacan",Femenino,Separado(a) / Divorciado(a) / Viudo(a),2,Sí,Terciaria/Universitaria completa o más,Jubilado(a) / pensionado(a),3,No,Sí,10 - Derecha,Más de 25.100,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Algo en desacuerdo,Algo en desacuerdo,En desacuerdo,Falta de esfuerzo por su parte,Placebo,Menos de 5,Menos de 5 personas,De acuerdo,Una organización que defiende los derechos de las mujeres.,Bueno,Depende,Depende,Algo de acuerdo,No sabe / Prefiere no contestar,Algo de acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,Algo de acuerdo,De acuerdo,,,,,,,,Ninguna relación,,
1965,50 a 64 años,México,Distrito Federal,Centro,Cdmx,Femenino,Soltero(a),2,Sí,Terciaria/Universitaria completa o más,"Negocio propio, independiente o por cuenta propia",2,No,No,6,Entre 11.300 y 16.400,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Algo de acuerdo,Algo en desacuerdo,Algo de acuerdo,No sabe / Prefiere no contestar,Informativo,Entre 5 y 10,Más de 30,De acuerdo,Una organización que protege el medio ambiente.,Bueno,Depende,Depende,Algo de acuerdo,De acuerdo,Algo de acuerdo,En desacuerdo,En desacuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,De acuerdo,Algo de acuerdo,,,,,,,,Ninguna relación,,
1966,50 a 64 años,México,Nayarit,Pacífico,Mexicali baja California,Femenino,Soltero(a),3,Sí,Básica incompleta,Desempleado(a) y buscando trabajo,1 - Más pobres,Sí,Sí,0 - Izquierda,Entre 0 y 7.300,Los tendría como vecinos,,,,De acuerdo,De acuerdo,De acuerdo,Falta de esfuerzo por su parte,Informativo,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,De acuerdo,Una organización que ayuda a las personas pobres.,Bueno,Bueno,Bueno,Algo de acuerdo,Algo de acuerdo,De acuerdo,En desacuerdo,Algo en desacuerdo,De acuerdo,Algo en desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,,,,,,,,Ninguna relación,,
1965,50 a 64 años,México,Quintana Roo,Sur,Cozumel,Femenino,Soltero(a),2,Sí,Media completa,"Negocio propio, independiente o por cuenta propia",3,Sí,No,5,Entre 0 y 7.300,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,Algo de acuerdo,Algo de acuerdo,Falta de esfuerzo por su parte,Placebo,Entre 20 y 30,Entre 5 y 10,De acuerdo,Una organización que defiende los derechos de las mujeres.,Depende,Bueno,Depende,No sabe / Prefiere no contestar,De acuerdo,En desacuerdo,Algo de acuerdo,Algo de acuerdo,No sabe / Prefiere no contestar,Algo de acuerdo,Algo de acuerdo,De acuerdo,Algo de acuerdo,De acuerdo,De acuerdo,De acuerdo,,,,,,"Si, como mis vecinos",,,,
1976,30 a 49 años,México,México,Centro,México,Masculino,Soltero(a),4,Prefiere no contestar,Media completa,Empleado(a) de tiempo completo (8 horas por día o más),3,No,No,5,Entre 7.300 y 11.300,Los tendría como vecinos,No sabe / Prefiere no contestar,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,De acuerdo,En desacuerdo,Circunstancias fuera de su control,Emotivo,Entre 20 y 30,Entre 5 y 10,De acuerdo,Una organización que ayuda a las personas migrantes.,Bueno,Bueno,Malo,De acuerdo,De acuerdo,Algo de acuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,,,,,,,,Ninguna relación,,
1966,50 a 64 años,México,Sonora,Pacífico,Hermosillo,Masculino,Separado(a) / Divorciado(a) / Viudo(a),2,Sí,Terciaria/Universitaria incompleta,Desempleado(a) y buscando trabajo,2,No,No,1,Entre 0 y 7.300,Los tendría como vecinos,No sabe / Prefiere no contestar,Los tendría como vecinos,Los tendría como vecinos,Algo de acuerdo,De acuerdo,De acuerdo,Circunstancias fuera de su control,Emotivo,Menos de 5,Entre 10 y 20,Algo de acuerdo,Una organización que protege el medio ambiente.,Bueno,Depende,Depende,Algo de acuerdo,De acuerdo,De acuerdo,En desacuerdo,Algo en desacuerdo,Algo de acuerdo,Algo de acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,Algo de acuerdo,De acuerdo,"Si, como mis amigos",,,,,"Si, como mis vecinos",,,,
1973,30 a 49 años,México,Distrito Federal,Centro,CDMX,Masculino,Casado(a) / Unión Civil,4,Sí,Terciaria/Universitaria completa o más,Empleado(a) de tiempo completo (8 horas por día o más),3,No,No,10 - Derecha,Entre 16.400 y 25.100,No los tendría como vecinos,,,,De acuerdo,Algo de acuerdo,En desacuerdo,Circunstancias fuera de su control,Emotivo,Entre 20 y 30,Entre 10 y 20,De acuerdo,Una organización que protege el medio ambiente.,Depende,Depende,Depende,Algo de acuerdo,Algo de acuerdo,De acuerdo,Algo de acuerdo,Algo en desacuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,,,,,,,,Ninguna relación,,
1957,50 a 64 años,México,Guerrero,Pacífico,Acapulco,Femenino,Soltero(a),4,Sí,Básica completa,Empleado(a) de tiempo parcial (menos de 8 horas por día),3,Sí,No,5,Entre 0 y 7.300,No los tendría como vecinos,Los tendría como vecinos,,Los tendría como vecinos,De acuerdo,De acuerdo,De acuerdo,Falta de esfuerzo por su parte,Informativo,Más de 30,Entre 10 y 20,De acuerdo,Una organización que ayuda a las personas migrantes.,Bueno,Bueno,Depende,Algo en desacuerdo,Algo de acuerdo,Algo en desacuerdo,Algo en desacuerdo,Algo en desacuerdo,Algo de acuerdo,Algo en desacuerdo,Algo en desacuerdo,Algo de acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,,"Si, como mis conocidos (compañeros de escuela/trabajo/etc.)",,,,,,,,
