anio,edad,pais,departamento,region,ciudad,genero,estadocivil,hogar,hijos,educacion,actividad,q10,q11,q12,q13,q14,q15r1,q15r2,q15r3,q15r4,q16r1,q16r2,q16r3,q17,q18,q19,q32,q20,q22r1,q22r2,q22r3,q23r1,q23r2,q23r3,q23r4,q23r5,q23r6,q23r7,q23r8,q24r1,q24r2,q24r3,q24r4,q24r5,q25a1,q25a2,q25a3,q25a4,q25a5,q25a6,q25a7,q25a8,q25a9,q25a1d,tratamiento
2003,18 a 29 años,Republica Dominicana,Monseñor Nouel,Zona 2,Bonao,Femenino,Soltero(a),7,No,Universitaria incompleta,Desempleado(a) y buscando trabajo,2,Sí,No,No sabe / Prefiere no contestar,Entre 0 y 20.000,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,De acuerdo,Algo de acuerdo,Circunstancias fuera de su control,Más de 30,Entre 20 y 30,De acuerdo,Una organización que ayuda a las personas pobres.,Depende,Depende,Depende,Algo de acuerdo,Algo de acuerdo,Algo en desacuerdo,Algo en desacuerdo,Algo en desacuerdo,Algo de acuerdo,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,,"Si, como mis conocidos (compañeros de escuela/trabajo/etc.)",,,,,,,,,Informativo
1995,18 a 29 años,Republica Dominicana,Duarte,Zona 3,San fransisco,Femenino,Soltero(a),4,Sí,Secundaria incompleta,Desempleado(a) y buscando trabajo,1 - Más pobres,Sí,No,2,No sabe / Prefiere no contestar,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,De acuerdo,De acuerdo,Falta de esfuerzo por su parte,Más de 30,Entre 10 y 20,De acuerdo,Una organización que ayuda a las personas pobres.,Bueno,Bueno,Bueno,Algo en desacuerdo,De acuerdo,De acuerdo,Algo de acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,"Si, como mis amigos",,,,,,,,,,Informativo
1963,50 a 64 años,Republica Dominicana,Distrito Nacional,Zona 1,Santo Domingo,Femenino,Separado(a) / Divorciado(a) / Viudo(a),2,Sí,Universitaria completa o más,Empleado(a) de tiempo completo (8 horas por día o más),3,No,No,5,No sabe / Prefiere no contestar,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,Algo de acuerdo,En desacuerdo,Circunstancias fuera de su control,Entre 10 y 20,Entre 5 y 10,Algo de acuerdo,Una organización que ayuda a las personas pobres.,Bueno,Bueno,Bueno,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,No sabe / Prefiere no contestar,Algo en desacuerdo,Algo de acuerdo,Algo en desacuerdo,Algo en desacuerdo,Algo de acuerdo,De acuerdo,Algo de acuerdo,De acuerdo,Algo de acuerdo,"Si, como mis amigos",,,,,,,,,,Informativo
1976,30 a 49 años,Republica Dominicana,Santo Domingo,Zona 1,Santo Domingo,Femenino,Casado(a) / Unión Libre,5,Sí,Universitaria incompleta,Desempleado(a) y buscando trabajo,2,No,No,1,Más de 57.000,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Algo en desacuerdo,De acuerdo,Algo en desacuerdo,Circunstancias fuera de su control,Entre 10 y 20,Más de 30,Algo en desacuerdo,Una organización que protege el medio ambiente.,Depende,Depende,Depende,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,No sabe / Prefiere no contestar,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,"Si, como mis amigos","Si, como mis conocidos (compañeros de escuela/trabajo/etc.)","Si, como mis empleados o prestadores de servicios para mi",,,"Si, como mis vecinos",,,,,Informativo
1984,30 a 49 años,Republica Dominicana,La Romana,Zona 3,La romana,Masculino,Soltero(a),7,Sí,Primaria completa,Empleado(a) de tiempo completo (8 horas por día o más),2,Sí,Sí,5,Entre 0 y 20.000,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,De acuerdo,De acuerdo,Circunstancias fuera de su control,Entre 20 y 30,Entre 5 y 10,De acuerdo,Una organización que ayuda a las personas pobres.,Depende,Depende,Depende,Algo de acuerdo,Algo de acuerdo,De acuerdo,Algo de acuerdo,Algo de acuerdo,De acuerdo,Algo de acuerdo,Algo de acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,"Si, como mis amigos","Si, como mis conocidos (compañeros de escuela/trabajo/etc.)",,,"Si, como mi pareja","Si, como mis vecinos",,,,,Informativo
1972,30 a 49 años,Republica Dominicana,La Romana,Zona 3,En la romana,Masculino,Soltero(a),4,Sí,Universitaria incompleta,"Negocio propio, independiente o por cuenta propia",3,Sí,No,4,Entre 20.000 y 28.000,No los tendría como vecinos,No sabe / Prefiere no contestar,No los tendría como vecinos,Los tendría como vecinos,De acuerdo,De acuerdo,En desacuerdo,Falta de esfuerzo por su parte,Más de 30,Entre 10 y 20,De acuerdo,Una organización que defiende los derechos de las mujeres.,Malo,Bueno,Depende,Algo de acuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,Algo de acuerdo,De acuerdo,Algo de acuerdo,Algo en desacuerdo,De acuerdo,Algo de acuerdo,Algo en desacuerdo,Algo de acuerdo,,"Si, como mis conocidos (compañeros de escuela/trabajo/etc.)",,,,,,,,,Informativo
1999,18 a 29 años,Republica Dominicana,Distrito Nacional,Zona 1,Distrito Nacional,Femenino,Soltero(a),5,No,Universitaria incompleta,Estudiante,3,No,No,No sabe / Prefiere no contestar,Más de 57.000,No sabe / Prefiere no contestar,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,De acuerdo,De acuerdo,Circunstancias fuera de su control,Entre 5 y 10,Más de 30,De acuerdo,Una organización que ayuda a las personas pobres.,Bueno,Bueno,Bueno,Algo de acuerdo,De acuerdo,De acuerdo,En desacuerdo,Algo de acuerdo,Algo de acuerdo,Algo en desacuerdo,Algo en desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,"Si, como mis amigos","Si, como mis conocidos (compañeros de escuela/trabajo/etc.)",,"Si, como mis empleadores",,,,,,,Informativo
1980,30 a 49 años,Republica Dominicana,Santo Domingo,Zona 1,Santo Domingo Oeste,Femenino,Soltero(a),1,No,Universitaria completa o más,Empleado(a) de tiempo completo (8 horas por día o más),2,No,No,5,Más de 57.000,No sabe / Prefiere no contestar,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,En desacuerdo,De acuerdo,En desacuerdo,Circunstancias fuera de su control,Entre 5 y 10,Entre 5 y 10,En desacuerdo,Una organización que ayuda a las personas pobres.,Bueno,Bueno,Bueno,Algo de acuerdo,De acuerdo,Algo en desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,De acuerdo,Algo de acuerdo,De acuerdo,De acuerdo,,"Si, como mis conocidos (compañeros de escuela/trabajo/etc.)",,,,"Si, como mis vecinos",,,,,Informativo
1987,30 a 49 años,Republica Dominicana,Santo Domingo,Zona 1,Santo Domingo,Masculino,Casado(a) / Unión Libre,2,Sí,Secundaria completa,Empleado(a) de tiempo completo (8 horas por día o más),2,Sí,No,4,Entre 28.000 y 38.000,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Algo en desacuerdo,De acuerdo,De acuerdo,Falta de esfuerzo por su parte,Más de 30,Entre 20 y 30,Algo en desacuerdo,Una organización que protege el medio ambiente.,Bueno,Bueno,Bueno,De acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo en desacuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,De acuerdo,Algo de acuerdo,Algo de acuerdo,,,,,,"Si, como mis vecinos",,,,,Informativo
1986,30 a 49 años,Republica Dominicana,Santiago,Zona 4,Santiago,Masculino,Soltero(a),3,No,Universitaria incompleta,Empleado(a) de tiempo completo (8 horas por día o más),3,No,No,5,Entre 28.000 y 38.000,No sabe / Prefiere no contestar,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Algo de acuerdo,Algo de acuerdo,De acuerdo,Falta de esfuerzo por su parte,Entre 20 y 30,Menos de 5 personas,Algo de acuerdo,Una organización que ayuda a las personas pobres.,Depende,Depende,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,Algo de acuerdo,Algo de acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,En desacuerdo,En desacuerdo,Algo en desacuerdo,,,"Si, como mis empleados o prestadores de servicios para mi","Si, como mis empleadores",,"Si, como mis vecinos",,,,,Informativo
2001,18 a 29 años,Republica Dominicana,Barahona,Zona 2,Polo,Femenino,Casado(a) / Unión Libre,5,Sí,Universitaria incompleta,A cargo de las tareas del hogar/ crianza de los hijos,3,Sí,No,10 - Derecha,Entre 0 y 20.000,No sabe / Prefiere no contestar,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,De acuerdo,Algo de acuerdo,Circunstancias fuera de su control,Más de 30,No sabe / Prefiere no contestar,De acuerdo,Una organización que ayuda a las personas pobres.,Depende,Bueno,No sabe / Prefiere no contestar,De acuerdo,De acuerdo,Algo en desacuerdo,En desacuerdo,No sabe / Prefiere no contestar,De acuerdo,Algo de acuerdo,No sabe / Prefiere no contestar,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,,,,,,,,,Prefiere no contestar,,Informativo
2000,18 a 29 años,Republica Dominicana,Santiago,Zona 4,Villa González,Masculino,Soltero(a),4,No,Universitaria incompleta,Estudiante,3,No,No,No sabe / Prefiere no contestar,Entre 28.000 y 38.000,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Algo de acuerdo,De acuerdo,En desacuerdo,Circunstancias fuera de su control,Entre 5 y 10,Entre 10 y 20,Algo de acuerdo,Una organización que ayuda a las personas pobres.,Bueno,Bueno,Bueno,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,Algo en desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,"Si, como mis amigos","Si, como mis conocidos (compañeros de escuela/trabajo/etc.)",,,,,,,,,Informativo
2001,18 a 29 años,Republica Dominicana,Santo Domingo,Zona 1,alcarrizos,Masculino,Soltero(a),6,No,Secundaria completa,Desempleado(a) y buscando trabajo,2,Sí,No,No sabe / Prefiere no contestar,Entre 0 y 20.000,No los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,De acuerdo,En desacuerdo,Circunstancias fuera de su control,Más de 30,Entre 10 y 20,De acuerdo,Una organización que protege el medio ambiente.,Depende,Depende,Depende,Algo en desacuerdo,Algo en desacuerdo,En desacuerdo,Algo de acuerdo,Algo de acuerdo,Algo en desacuerdo,Algo de acuerdo,En desacuerdo,En desacuerdo,Algo de acuerdo,Algo de acuerdo,De acuerdo,Algo de acuerdo,,,,,,"Si, como mis vecinos",,,,,Informativo
2003,18 a 29 años,Republica Dominicana,Santo Domingo,Zona 1,Santo Domingo,Femenino,Soltero(a),3,Prefiere no contestar,Secundaria completa,Prefiere no contestar,3,Sí,No,No sabe / Prefiere no contestar,Entre 0 y 20.000,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Algo de acuerdo,De acuerdo,En desacuerdo,Falta de esfuerzo por su parte,Entre 20 y 30,Más de 30,De acuerdo,Una organización que protege el medio ambiente.,Bueno,Bueno,Bueno,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,"Si, como mis amigos",,,,,,,,,,Informativo
1986,30 a 49 años,Republica Dominicana,Santo Domingo,Zona 1,Villa mella,Femenino,Soltero(a),3,Sí,Universitaria incompleta,Empleado(a) de tiempo completo (8 horas por día o más),2,Sí,Sí,No sabe / Prefiere no contestar,Entre 20.000 y 28.000,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Algo de acuerdo,De acuerdo,Algo en desacuerdo,Circunstancias fuera de su control,Entre 10 y 20,Más de 30,Algo de acuerdo,Una organización que ayuda a las personas pobres.,Depende,Depende,Bueno,Algo de acuerdo,De acuerdo,Algo en desacuerdo,En desacuerdo,Algo en desacuerdo,Algo de acuerdo,Algo en desacuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo en desacuerdo,De acuerdo,De acuerdo,"Si, como mis amigos",,,,,,,,,,Informativo
1987,30 a 49 años,Republica Dominicana,Santo Domingo,Zona 1,Santo Domingo este,Femenino,Prefiere no contestar,2,Sí,Primaria incompleta,"Negocio propio, independiente o por cuenta propia",2,Sí,No,0 - Izquierda,Entre 20.000 y 28.000,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,De acuerdo,En desacuerdo,Circunstancias fuera de su control,Entre 10 y 20,Entre 5 y 10,De acuerdo,Una organización que protege el medio ambiente.,Bueno,Bueno,Depende,Algo en desacuerdo,Algo de acuerdo,De acuerdo,Algo de acuerdo,Algo de acuerdo,En desacuerdo,Algo de acuerdo,Algo de acuerdo,De acuerdo,Algo de acuerdo,En desacuerdo,De acuerdo,En desacuerdo,,,,,,"Si, como mis vecinos",,,,,Informativo
1994,18 a 29 años,Republica Dominicana,Santo Domingo,Zona 1,Santo domingo,Masculino,Casado(a) / Unión Libre,4,Sí,Universitaria incompleta,Empleado(a) de tiempo completo (8 horas por día o más),2,No,No,0 - Izquierda,Entre 28.000 y 38.000,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,De acuerdo,Algo de acuerdo,Falta de esfuerzo por su parte,Entre 5 y 10,Menos de 5 personas,Algo de acuerdo,Una organización que ayuda a las personas pobres.,Bueno,Depende,Bueno,Algo de acuerdo,Algo de acuerdo,Algo en desacuerdo,Algo en desacuerdo,Algo de acuerdo,Algo de acuerdo,Algo en desacuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,"Si, como mis amigos",,,,,,,,,,Informativo
1990,30 a 49 años,Republica Dominicana,Espaillat,Zona 4,Gaspar Hernández,Masculino,Soltero(a),3,Sí,Universitaria completa o más,Empleado(a) de tiempo completo (8 horas por día o más),2,Sí,No,5,Entre 0 y 20.000,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Algo de acuerdo,Algo de acuerdo,En desacuerdo,Falta de esfuerzo por su parte,Más de 30,Entre 10 y 20,Algo de acuerdo,Una organización que protege el medio ambiente.,Bueno,Bueno,Malo,En desacuerdo,Algo en desacuerdo,Algo de acuerdo,Algo en desacuerdo,Algo en desacuerdo,Algo de acuerdo,Algo de acuerdo,Algo en desacuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,De acuerdo,De acuerdo,,"Si, como mis conocidos (compañeros de escuela/trabajo/etc.)",,,,,,,,,Informativo
1993,18 a 29 años,Republica Dominicana,Santo Domingo,Zona 1,Boca chica,Masculino,Soltero(a),5,No,Universitaria completa o más,"Negocio propio, independiente o por cuenta propia",3,No,No,4,No sabe / Prefiere no contestar,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,De acuerdo,Algo en desacuerdo,Circunstancias fuera de su control,Entre 10 y 20,Entre 5 y 10,Algo de acuerdo,Una organización que ayuda a las personas pobres.,Depende,Depende,Depende,Algo de acuerdo,De acuerdo,De acuerdo,Algo en desacuerdo,En desacuerdo,No sabe / Prefiere no contestar,Algo en desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,,"Si, como mis conocidos (compañeros de escuela/trabajo/etc.)","Si, como mis empleados o prestadores de servicios para mi",,,"Si, como mis vecinos",,,,,Informativo
1981,30 a 49 años,Republica Dominicana,La Vega,Zona 4,República Dominicana,Femenino,Casado(a) / Unión Libre,5,Sí,Universitaria incompleta,Desempleado(a) y buscando trabajo,2,No sabe / Prefiere no contestar,Sí,1,Entre 0 y 20.000,Los tendría como vecinos,No sabe / Prefiere no contestar,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,De acuerdo,De acuerdo,Circunstancias fuera de su control,Entre 5 y 10,Entre 20 y 30,De acuerdo,No donaría a nadie.,Depende,Depende,Depende,De acuerdo,Algo de acuerdo,De acuerdo,Algo en desacuerdo,En desacuerdo,Algo en desacuerdo,En desacuerdo,Algo de acuerdo,Algo en desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,"Si, como mis amigos",,,,,,,,,,Informativo
1960,50 a 64 años,Republica Dominicana,Espaillat,Zona 4,          Monte de la Jagua Moca Provincia Espaillat,Femenino,Separado(a) / Divorciado(a) / Viudo(a),8,Sí,Universitaria incompleta,"Negocio propio, independiente o por cuenta propia",3,No,No,7,Entre 28.000 y 38.000,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,Algo de acuerdo,De acuerdo,Circunstancias fuera de su control,Entre 5 y 10,No sabe / Prefiere no contestar,De acuerdo,Una organización que ayuda a las personas pobres.,Bueno,Bueno,Depende,Algo de acuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,Algo de acuerdo,Algo de acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,"Si, como mis amigos",,"Si, como mis empleados o prestadores de servicios para mi",,,"Si, como mis vecinos",,,,,Informativo
2003,18 a 29 años,Republica Dominicana,María Trinidad Sánchez,Zona 3,Nagua,Femenino,Soltero(a),1,No,Secundaria completa,"Negocio propio, independiente o por cuenta propia",3,No,No,No sabe / Prefiere no contestar,Entre 0 y 20.000,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Algo de acuerdo,De acuerdo,En desacuerdo,No sabe / Prefiere no contestar,Más de 30,Entre 10 y 20,Algo de acuerdo,Una organización que protege el medio ambiente.,Depende,Bueno,Bueno,Algo de acuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,Algo de acuerdo,De acuerdo,Algo de acuerdo,De acuerdo,De acuerdo,"Si, como mis amigos","Si, como mis conocidos (compañeros de escuela/trabajo/etc.)","Si, como mis empleados o prestadores de servicios para mi",,,"Si, como mis vecinos",,,,,Informativo
1988,30 a 49 años,Republica Dominicana,Santo Domingo,Zona 1,Santo domingo este,Masculino,Casado(a) / Unión Libre,4,Sí,Universitaria completa o más,Empleado(a) de tiempo completo (8 horas por día o más),2,No,No,5,Más de 57.000,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,Algo de acuerdo,Algo en desacuerdo,Falta de esfuerzo por su parte,Entre 5 y 10,Entre 5 y 10,Algo de acuerdo,Una organización que ayuda a las personas pobres.,Depende,Bueno,Depende,Algo de acuerdo,Algo de acuerdo,Algo en desacuerdo,Algo en desacuerdo,En desacuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo en desacuerdo,Algo de acuerdo,Algo de acuerdo,,,,,,,"Si, otro",,,"[Si, otro ]En mi trabajo recibo tanto nacionales como extranjeros",Informativo
1998,18 a 29 años,Republica Dominicana,Santo Domingo,Zona 1,Santo Domingo estés,Femenino,Casado(a) / Unión Libre,5,Sí,Secundaria completa,Empleado(a) de tiempo parcial (menos de 8 horas por día),3,No,No,4,Entre 0 y 20.000,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,De acuerdo,En desacuerdo,Falta de esfuerzo por su parte,Más de 30,Entre 10 y 20,De acuerdo,Una organización que defiende los derechos de las mujeres.,Depende,Bueno,Depende,Algo de acuerdo,De acuerdo,En desacuerdo,En desacuerdo,No sabe / Prefiere no contestar,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,,"Si, como mis conocidos (compañeros de escuela/trabajo/etc.)",,,,,,,,,Informativo
1970,50 a 64 años,Republica Dominicana,Distrito Nacional,Zona 1,Santo Domingo,Femenino,Casado(a) / Unión Libre,4,Sí,Universitaria completa o más,Empleado(a) de tiempo completo (8 horas por día o más),3,No,No,8,Entre 28.000 y 38.000,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,De acuerdo,En desacuerdo,Circunstancias fuera de su control,Entre 5 y 10,Entre 10 y 20,De acuerdo,Una organización que ayuda a las personas pobres.,Bueno,Bueno,Bueno,Algo de acuerdo,De acuerdo,Algo de acuerdo,Algo en desacuerdo,En desacuerdo,De acuerdo,Algo de acuerdo,Algo de acuerdo,De acuerdo,De acuerdo,Algo de acuerdo,De acuerdo,De acuerdo,"Si, como mis amigos","Si, como mis conocidos (compañeros de escuela/trabajo/etc.)",,,,"Si, como mis vecinos",,,,,Informativo
